Ticker,GLD,GLD,GLD,GLD,GLD,SPY,SPY,SPY,SPY,SPY,QQQ,QQQ,QQQ,QQQ,QQQ,TLT,TLT,TLT,TLT,TLT,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,124.43000030517578,124.5,123.3499984741211,124.2300033569336,6270900,171.8687281106009,172.12764015861038,171.05026936750852,171.18389892578125,117516800,96.12128257605792,96.6387640090115,95.84406717810467,96.34306335449219,34783000,102.57439176134935,103.20067758003371,102.45981918122159,102.93336486816406,7334600,24.9483927989933,25.270521850097733,24.77732985576787,25.09946060180664,185859200
2015-01-26,123.33000183105469,123.33999633789062,122.5199966430664,122.98999786376953,6768600,170.9667482118025,171.6766312950258,170.24850531702558,171.5847625732422,92009700,96.23213958740234,96.4077142135836,95.74238620916755,96.23213958740234,19960900,102.98680767431591,103.2541320012706,102.38343412913213,102.62020111083984,5966500,25.268298963710123,25.406037798361062,25.059471195287816,25.126117706298828,222460000
2015-01-27,123.55999755859375,124.63999938964844,123.51000213623047,124.4000015258789,9584800,169.513556680764,170.4739919883554,168.4863065983709,169.32147216796875,134044600,94.71670495904615,94.77214662788116,93.4230119691058,93.73719787597656,45253200,103.66662798314746,103.97214335627712,102.45986848128,102.7806625366211,8079600,24.9750536060997,24.988384266222994,24.221936564113278,24.246374130249023,382274800
2015-01-28,123.5199966430664,123.88999938964844,122.94000244140625,123.41999816894531,8470600,170.51577152696484,170.6159873283568,166.95797039776716,167.15005493164062,168514300,95.24339430572387,95.34504203577727,93.23817463113862,93.25665283203125,43591700,102.91807209216992,104.94970436424715,102.87988123735998,104.46089172363281,12230300,26.13249775937213,26.241356619791915,25.617090225219727,25.617090225219727,585908400
2015-01-29,121.98999786376953,122.29000091552734,120.26000213623047,120.76000213623047,11998000,167.35046665592657,168.95398288370308,165.93067511368247,168.69508361816406,173585400,93.18273617738926,94.32858216037451,92.36956129757957,94.15300750732422,46539700,103.96444881173908,104.38452496639621,103.46036908036483,103.77350616455078,8881400,25.84146561266473,26.47906084545902,25.672624750212208,26.414634704589844,337745600
2015-01-30,121.30000305175781,123.55000305175781,120.91999816894531,123.44999694824219,14555900,167.50909365969386,168.8453503604812,166.30645370845835,166.57369995117188,197729700,94.06985411625475,94.79062395102585,93.29363556722961,93.42300415039062,42927600,105.17879281550479,105.78216610805315,104.77398391285925,105.6141357421875,14871200,26.30355593888149,26.659009053947294,25.959209727294347,26.028079986572266,334982000
2015-02-02,121.83999633789062,123.16000366210938,121.81999969482422,122.41999816894531,8885200,167.07482633623158,168.7284501166795,165.24581222979737,168.63658142089844,163107000,93.63555446811365,94.31936093241043,92.17552935375409,94.23619842529297,43624700,104.61851719892528,105.5522020675443,104.58790974913352,105.21546173095703,13689900,26.225801811044594,26.47461815338572,25.788149458261305,26.354652404785156,250956400
2015-02-03,121.73999786376953,121.76000213623047,120.55999755859375,121.05000305175781,8255900,169.53857038165,171.08363141607052,169.16274851327026,171.0752716064453,124212900,94.57809655509007,95.20646133749568,93.95897440111891,95.14177703857422,30750400,103.81498674248822,103.92213038741458,102.83538436665243,102.98845672607422,14008700,26.32576861567419,26.456841249221903,26.128047788670173,26.359092712402344,207662800
2015-02-04,121.62999725341797,122.22000122070312,120.91999816894531,121.58000183105469,5386700,170.30692074171944,171.52626778925597,169.9644998815112,170.42384338378906,134306700,94.75365052887204,95.68695839502503,94.54111242170637,95.05859375,34073200,102.16184560983098,103.30981745872414,101.87867127955133,103.1644058227539,11360400,26.325770949503564,26.772309817405812,26.283560310243587,26.56125831604004,280598800
2015-02-05,120.9800033569336,121.83000183105469,120.61000061035156,121.79000091552734,6879900,171.091968134046,172.29460823501248,171.01680631363845,172.14427185058594,97953200,95.29883876241448,95.94568861360986,95.05858689345352,95.8810043334961,23605500,102.55216955887772,102.72818866968672,101.87103994459024,102.0317611694336,8334600,26.768680754030893,26.81551963785816,26.59694441928312,26.750839233398438,168984800
2015-02-06,119.1500015258789,119.5199966430664,117.94999694824219,118.63999938964844,13206900,172.51177117332912,173.0796902989641,171.1421003620619,171.6682586669922,125672000,96.02885575193538,96.25987205640985,94.95694376520404,95.29884338378906,34169300,101.05977588889108,101.28937256042424,99.94241164890798,100.2255859375,13685600,26.768690881333526,26.81998973932079,26.41852559479779,26.525583267211914,174826400
2015-02-09,118.83000183105469,119.4000015258789,118.7699966430664,119.16999816894531,5237200,171.01680972246263,171.743399488108,170.4906514818992,170.89988708496094,87219000,94.9292045842352,95.44667875019735,94.76287259516783,94.99388885498047,22604700,100.99857278450447,101.00622172681544,100.06488800048828,100.06488800048828,8025500,26.44082193108112,26.728535823049864,26.414057096227165,26.701772689819336,155559200
2015-02-10,118.62999725341797,119.05999755859375,118.20999908447266,118.47000122070312,4086300,171.94388322946736,172.97948032976086,170.9416743995367,172.7205810546875,96164200,95.52060338133154,96.60175775961567,95.37274959452861,96.4723892211914,23686500,99.59804636328778,99.85060159475775,99.0623284530975,99.26896667480469,8290700,26.802131815017553,27.24374213186306,26.799902688831946,27.214746475219727,248034000
2015-02-11,118.48999786376953,118.56999969482422,117.0,117.06999969482422,6784400,172.55350872691199,173.2550445431484,171.9020807913194,172.8207550048828,91087800,96.58334932882096,97.04538220497312,96.39853899838496,96.8236083984375,20303600,99.26133851456612,99.69757360551712,98.69501297192882,99.45266723632812,6506400,27.382033784438146,27.86155985781069,27.32181502249077,27.852638244628906,294247200
2015-02-12,117.68000030517578,117.81999969482422,117.08999633789062,117.33999633789062,4344400,173.62256857458416,174.54125579234753,172.85421778500717,174.4827880859375,97545900,97.45193159613618,97.98789119462148,97.3040848052094,97.950927734375,22520300,99.2307092673762,99.90417827920298,99.06998803816616,99.12356567382812,12548300,28.11581982595189,28.432531137637998,28.006533042518136,28.205034255981445,297898000
2015-02-13,118.05000305175781,118.58000183105469,117.79000091552734,117.9800033569336,4108900,174.60801329128455,175.25108138916272,174.34910134676014,175.2009735107422,93670400,98.22813635947134,98.81029491392313,98.04331908420697,98.79181671142578,29030200,99.11587617657293,99.13118573626979,98.02913099354603,98.10566711425781,8325200,28.387921486223178,28.387921486223178,28.024374703566266,28.34331512451172,217088800
2015-02-17,116.4000015258789,116.54000091552734,115.58000183105469,116.01000213623047,7225200,174.88368083802555,175.6520444452477,174.63314133960137,175.47665405273438,76968200,98.79182644567479,98.94891585758432,98.54232486199834,98.88423156738281,17675300,97.80720915843052,97.90669795539027,96.36841395967264,96.62862396240234,14968800,28.434756747894973,28.744777236769618,28.307626753854027,28.510589599609375,252609600
2015-02-18,115.98999786376953,116.52999877929688,114.98999786376953,116.33999633789062,8336000,175.10078787708707,175.56847848095177,174.8335288213854,175.49331665039062,80652900,98.76411341624079,99.07829933736598,98.63474481638335,99.02285766601562,15149600,97.05714123701777,97.76122886070485,96.78928244962418,97.20255279541016,14009200,28.465983825128166,28.72247466222771,28.4258374184376,28.70909309387207,179566800
2015-02-19,116.4000015258789,116.54000091552734,115.73999786376953,115.94000244140625,6528700,174.89198908313674,175.7355015475584,174.7500124946863,175.36802673339844,91462500,98.95815888764224,99.57728805483876,98.93043805404795,99.51260375976562,19828100,97.02653451758057,97.53929363646222,96.5596923828125,96.5596923828125,8584800,28.65555934401779,28.77822937525331,28.622105427883923,28.648868560791016,149449600
2015-02-20,116.0999984741211,116.45999908447266,115.05000305175781,115.27999877929688,6681700,174.9504346842225,176.49549568565337,174.324060669093,176.4203338623047,140896400,99.4479050844554,100.23335913964043,99.13371923234635,100.17791748046875,28336700,97.2331922092603,97.96788745860108,96.42960979210534,96.84288024902344,12502500,28.686790270703884,28.8830623626709,28.559661958950734,28.8830623626709,195793600
2015-02-23,115.11000061035156,116.22000122070312,115.06999969482422,115.43000030517578,4812400,176.16982643612047,176.39532470703125,175.7856446687767,176.39532470703125,74411100,100.12248211124769,100.30729941654172,99.90070839495418,100.27957153320312,17868000,97.34030500141822,98.09030957086293,97.31734651198998,97.95255279541016,7500500,28.999040829173126,29.663684844970703,28.918748012259847,29.663684844970703,283896400
2015-02-24,115.0,115.55000305175781,114.29000091552734,115.26000213623047,7612900,176.32012661986622,177.0968371189826,176.01946654659753,176.89639282226562,72472300,100.15019723760713,100.47362574092675,99.84526103885217,100.3534927368164,19745000,97.69240185944163,99.33016866335534,97.33270309266919,99.23833465576172,11958300,29.650289862627982,29.797493860917093,29.255516741123884,29.478551864624023,276912400
2015-02-25,115.83000183105469,115.88999938964844,115.33000183105469,115.69999694824219,5032500,176.77113243667193,177.25552995494164,176.403657578425,176.74607849121094,73061700,100.20566693593057,100.59377276111971,99.88223836487921,100.10401916503906,19472300,99.07760931375904,99.78934611444811,98.78678609914395,99.6668930053711,8019800,29.342513260248232,29.35143657494631,28.581962336489088,28.72470474243164,298846800
2015-02-26,116.54000091552734,116.55000305175781,115.83000183105469,116.06999969482422,4025400,176.6541693373586,176.81285278469562,175.92756685447927,176.53724670410156,72697900,100.20563685271706,100.66766947258381,99.92841446077371,100.61222076416016,22255500,99.26127711126624,99.72047043054813,98.26636603800293,98.30463409423828,11020500,28.72470263962541,29.188616275789528,28.238487524843507,29.0882511138916,365150000
2015-02-27,116.73999786376953,117.06999969482422,116.16000366210938,116.16000366210938,8255600,176.43709639888226,176.70435553255467,175.88589673701253,175.93600463867188,108076000,100.57525455460687,100.63994588767278,100.0115812598576,100.16867065429688,27757600,98.74084324650698,99.20002476864812,98.16685758550443,99.13114929199219,9225100,28.994574761945206,29.121706454075337,28.602034051875457,28.65110206604004,248059200
2015-03-02,116.5,116.63999938964844,115.62000274658203,115.68000030517578,7993300,176.0361969876046,177.10520789262947,175.98608909262143,177.0467529296875,87491400,100.36275246673247,101.11124325040764,100.34426720907672,101.07427978515625,22988600,98.91802451184235,98.97170657550963,97.208043684535,97.28472900390625,11324000,28.827289524685575,29.057015428135198,28.615406839389287,28.791603088378906,192386800
2015-03-03,116.04000091552734,116.61000061035156,115.3499984741211,115.47000122070312,4738300,176.61245768964434,177.09685523187613,175.451578099273,176.3201446533203,110325800,100.76933651257714,100.87098427242034,99.96539706201536,100.6030044555664,20788900,97.30006300001713,97.66813264375983,96.90899010046587,96.93199920654297,8599000,28.762624428524774,28.88752361137346,28.568581466440758,28.851837158203125,151265200
2015-03-04,115.69999694824219,115.79000091552734,115.0199966430664,115.11000061035156,4762400,175.71877405714616,175.79394861930544,174.59965561339254,175.57679748535156,114497200,100.27034587786659,100.41819268667287,99.66970191382728,100.21489715576172,21007400,97.33845468393363,97.41513419200432,96.74034633060224,96.96271514892578,6478900,28.79384789282073,28.896442186882158,28.61988069571888,28.6689453125,126665200
2015-03-05,115.43000030517578,116.12000274658203,114.83999633789062,115.0,5872200,175.90250714047323,176.0528435175037,175.25943905047473,175.76889038085938,76873000,100.47361906355627,100.69539275247347,99.97462297594872,100.39044952392578,15381000,97.02399004557681,97.29237105242662,96.54090423324716,96.83995819091797,6045000,28.67786217029503,28.715777740280956,28.048903067660213,28.193876266479492,226068400
2015-03-06,113.16999816894531,113.26000213623047,111.69999694824219,111.86000061035156,11190800,174.9003145431617,175.33460406475666,172.96273768551154,173.2967987060547,188128000,100.26107288561151,100.45512572906058,99.00434366608216,99.25384521484375,30990400,95.59773873715183,95.72043055163788,94.29417038471004,94.70057678222656,20022900,28.637716045562854,28.854060444650134,28.16042259320177,28.23625373840332,291368400
2015-03-09,112.41999816894531,112.62000274658203,111.94999694824219,111.97000122070312,5534000,173.49723153640838,174.37414484347525,173.33854810183888,174.01502990722656,89818900,99.45714417894536,99.78980824585916,99.05056024720743,99.54031372070312,26237100,95.60543339864128,95.75112850381437,95.18368748907139,95.57476043701172,8889100,28.53958013169779,28.898668592933195,27.892777798765373,28.356691360473633,354114000
2015-03-10,112.08999633789062,112.3499984741211,111.22000122070312,111.41999816894531,7019800,172.637045020915,172.72055391454407,171.15043888841038,171.19219970703125,157121300,98.8287885350901,98.85651641824933,97.69219207763672,97.69219207763672,34234500,96.59460542008253,96.95500537261753,96.43357677432047,96.83231353759766,9277900,28.19388408094818,28.3745420717025,27.611761997824523,27.770116806030273,275426400
2015-03-11,111.2300033569336,111.25,110.16000366210938,110.75,6550400,171.45109584607403,171.62648618367015,170.7077991650474,170.79132080078125,110145700,97.8400367390974,97.9601697466587,97.09154606147005,97.12850952148438,25459700,96.81694879216052,97.73711385728826,96.70959639623784,97.5377426147461,6663100,27.82364333428763,27.82810328991539,27.23483049725104,27.263824462890625,275756000
2015-03-12,111.1500015258789,111.19999694824219,110.25,110.72000122070312,6631500,171.42608469897837,173.0296011051943,171.37597680247407,172.96279907226562,93993500,97.05458661355853,97.87700424521212,96.98990231837429,97.76612091064453,21473200,98.30461223411801,98.30461223411801,97.16974164467004,97.46879577636719,10295900,27.2794376975379,27.857099812428256,27.127773677182876,27.756732940673828,193450800
2015-03-13,111.0999984741211,111.27999877929688,110.51000213623047,110.87999725341797,4557600,172.68715714169872,173.65593934195812,170.85814283630899,171.902099609375,162410900,97.67371331376326,98.06182615313497,96.73116967542566,97.34104919433594,42021100,97.2003735782797,97.83681839612113,96.9933325897293,97.1697006225586,7247200,27.74557818039915,27.96861337203962,27.33965419967843,27.564918518066406,207309200
2015-03-16,111.08999633789062,111.20999908447266,110.41999816894531,110.80999755859375,3265300,172.63708173192657,174.29070600333006,171.92718589525143,174.19883728027344,136099200,97.7014256573768,98.63472651891999,97.59977791205093,98.59776306152344,25674100,98.10521697998047,98.2662397787241,97.59145222330025,98.10521697998047,6374600,27.62960227726778,27.868249893188477,27.40433793157187,27.868249893188477,143497200
2015-03-17,109.91999816894531,111.3499984741211,109.7699966430664,110.20999908447266,8923300,173.4555167717876,174.06518399058984,172.8625436868168,173.68101501464844,94510400,98.3297831410395,98.91194168982356,98.09876683675182,98.75485229492188,19603800,98.57298443622547,99.00239423254699,98.36594339137781,98.91804504394531,6314000,28.080128770466853,28.39683830942278,28.024369976920106,28.334388732910156,204092400
2015-03-18,110.33000183105469,112.87000274658203,110.08999633789062,112.37000274658203,12448000,173.20492685513037,176.44537221846946,172.561846021521,175.76889038085938,228808500,98.48687648779409,100.17791759504809,97.97863777794451,99.7251205444336,40622200,99.61580673298732,100.85802916353907,98.61895622797904,100.82736206054688,13981900,28.325473518928288,28.807230420754014,28.184961940040978,28.653335571289062,261083600
2015-03-19,111.8499984741211,112.58000183105469,111.58000183105469,112.29000091552734,6537700,175.3513600952992,175.77728992743474,174.57464952656426,174.96717834472656,117917300,99.826741622478,100.15016296506015,99.6788948873218,99.8729476928711,31314000,100.60496174657061,100.9270189165646,99.89183766312667,100.31358337402344,9543800,28.715780912661085,28.82729850843841,28.414683744387002,28.436986923217773,183238000
2015-03-20,112.70999908447266,114.0,112.66999816894531,113.56999969482422,8033400,175.9243433329071,177.02329165623516,175.73978575794388,176.51156616210938,177715100,100.69543341422563,101.01959867958833,100.50093425500802,100.51945495605469,31761400,100.62034367925342,100.98840750047167,100.55899775896073,100.84271240234375,5953800,28.604261958348598,28.637715874194154,27.915084065955917,28.080129623413086,274780400
2015-03-23,113.69999694824219,114.37000274658203,113.48999786376953,114.29000091552734,4240300,176.51996678669403,177.09880534338853,176.16763305664062,176.16763305664062,71784500,100.4638964351946,100.74174937798212,100.28791795837103,100.32496643066406,17268500,100.98833812754829,101.02668076395938,100.44391247231249,100.71996307373047,5555500,28.35223828504883,28.515053045645676,28.218415789361256,28.372310638427734,150838800
2015-03-24,114.3499984741211,114.6500015258789,113.81999969482422,114.56999969482422,2979300,176.04174759244606,176.50312862371928,175.11057560487615,175.1776885986328,77805300,100.3156873217534,100.77878255572514,99.94521678759399,99.96373748779297,22445300,101.08806066021936,101.70917179729337,100.81967381555422,101.69383239746094,6713000,28.376767788779087,28.557424045367036,28.227332919212298,28.256328582763672,131369200
2015-03-25,115.11000061035156,115.13999938964844,114.6500015258789,114.7300033569336,3021400,175.38743493513272,175.62232404387842,172.56875282968767,172.61068725585938,159521700,100.12119060839251,100.21380824418668,97.63899981123639,97.6760482788086,41581400,101.77054193495869,101.80120904139373,100.80437012501025,100.83503723144531,5635800,28.22287369593157,28.285323278086906,27.518081665039062,27.518081665039062,206620800
2015-03-26,115.7300033569336,115.83999633789062,115.33999633789062,115.4800033569336,5495200,171.9395910989416,173.12242102468215,171.23491093832322,172.19964599609375,153067200,96.8702617125938,97.89833374042445,96.5460964484744,97.34262084960938,47846300,100.48997931047445,100.558989077144,99.05604341107549,99.2630844116211,9536300,27.379797366542782,27.85263082790294,27.3441109233184,27.709888458251953,190291600
2015-03-27,115.13999938964844,115.36000061035156,114.44999694824219,115.05999755859375,4921700,172.08220761831836,172.77009355157935,171.88925291953393,172.59393310546875,118939000,97.32410936147352,97.96317606658306,97.17591547454909,97.73162841796875,33878400,99.70784801882415,100.55133984700817,99.66950535380876,100.4976577758789,7907900,27.78349830630142,27.812492273380254,27.41326071236719,27.489091873168945,158184800
2015-03-30,113.9000015258789,114.01000213623047,113.54000091552734,113.75,4383900,173.63415621747657,175.0015565861097,173.61738756546103,174.69955444335938,96180400,98.32440467093063,98.93568683712581,98.32440467093063,98.85233306884766,30570200,100.37494177771315,100.45162708929334,99.7538305357353,99.99921417236328,7010600,27.66751780512906,28.191650195497832,27.65636536425211,28.184959411621094,188398800
2015-03-31,113.83999633789062,114.27999877929688,113.41000366210938,113.66000366210938,4383300,173.8690737145078,174.57375402954722,173.11407463471537,173.17279052734375,126768700,98.57445729552762,98.77822034046777,97.77793288327405,97.80571746826172,30488100,99.86889810237425,100.42099980316662,99.61585051446603,100.21395874023438,6844300,28.122509221365174,28.211723646988165,27.73665925535943,27.75227165222168,168362400
2015-04-01,114.55999755859375,115.98999786376953,114.54000091552734,115.5999984741211,7324000,173.13920224331542,173.16436802039325,171.56207861045388,172.56036376953125,137303600,97.80571093686478,97.82423870313455,96.66650063080833,97.29631042480469,32970500,100.91548845776255,101.79915703439485,100.89243704967855,101.53022003173828,9273900,27.839255784125836,27.906167030034535,27.455634937713125,27.712125778198242,162485600
2015-04-02,115.47000122070312,115.72000122070312,114.68000030517578,115.27999877929688,3884100,172.49322322786514,173.63411854175573,172.30866569175822,173.18112182617188,86900900,97.38893723467626,97.67605404246214,97.04624418911634,97.36115264892578,19164200,101.37653645749646,101.40727948742182,100.3622392455388,100.4544448852539,6663400,27.88609472514765,28.004303125595403,27.69874594744716,27.950775146484375,128880400
2015-04-06,117.31999969482422,117.47000122070312,116.5199966430664,116.69000244140625,5914200,172.28348515121579,174.86727763474502,172.14927197322902,174.34716796875,114368200,96.78692663190606,98.42628103603226,96.63873273041882,98.1576919555664,24451100,100.99233959445802,101.03076252274914,99.67836221213489,99.89351654052734,5923800,27.761191272731303,28.439218476535938,27.729966481247576,28.403532028198242,148776000
2015-04-07,116.2699966430664,116.51000213623047,115.94000244140625,116.11000061035156,2468500,174.37234757409186,175.12734636208148,173.85223786683213,173.8857879638672,81236300,98.10212805889044,98.82455575389767,97.9909896850586,97.9909896850586,19379400,100.07020672526387,100.83093818199634,99.77821838558032,100.73104095458984,4764900,28.468210584098642,28.575266518887044,28.097973065655605,28.104663848876953,140049200
2015-04-08,115.9800033569336,116.02999877929688,114.9000015258789,115.47000122070312,5568500,174.11231971856327,174.91765017722855,173.71803881466576,174.47303771972656,89351900,98.0279886393927,98.90787376001042,98.01873182309954,98.7689437866211,25866900,100.67726169425038,100.93851874789631,99.90885031880202,100.76178741455078,5378900,28.068976720345354,28.19164674849862,27.872706376923492,28.01321792602539,149316800
2015-04-09,114.80000305175781,114.8499984741211,114.4800033569336,114.66999816894531,4707000,174.3053011065662,175.47974695846585,173.81035698330132,175.24485778808594,85548900,98.72265274523372,99.42655958038242,98.38923062992487,99.38951110839844,23114700,100.56198135313511,100.60040426248088,99.22495321809795,99.4554672241211,6484200,28.06898018497623,28.231796633201682,27.80356944835671,28.22733497619629,129936000
2015-04-10,116.0,116.19000244140625,115.5,115.97000122070312,3932400,175.496474064509,176.24308858210625,175.29514786681716,176.20114135742188,72722900,99.35244543792025,99.80628384145685,99.13016171076848,99.7970199584961,17164300,100.13938358924513,100.23926910252874,99.54770350275243,99.60148620605469,4843000,28.091278006639822,28.372302787548357,27.937384901780714,28.347768783569336,160752000
2015-04-13,115.3499984741211,115.38999938964844,114.80000305175781,115.13999938964844,3190100,176.05858705031233,176.69615434717943,175.35391953319592,175.4042510986328,74436600,99.87112418793198,100.38052472764168,99.43581351850563,99.54695892333984,17783500,99.53234037088906,99.8781231998893,99.42476323019945,99.73981475830078,4010600,28.631037485534627,28.67564726363619,28.23849662227796,28.292024612426758,145460400
2015-04-14,114.69000244140625,115.06999969482422,114.38999938964844,114.44000244140625,3651500,175.20288536678675,175.92433417668582,174.57371533956655,175.73977661132812,75099900,99.44506898586911,99.7321857578838,98.69484993270837,99.25982666015625,23755700,100.90009910899992,101.32272772421906,100.26231623967423,100.44673919677734,6075500,28.32547364766116,28.390154067271926,28.082366068566923,28.169349670410156,102098400
2015-04-15,114.80000305175781,115.5999984741211,114.47000122070312,115.43000030517578,3656000,176.20956477721043,177.04006106761003,176.12567031532268,176.52833557128906,99529300,99.51916499852764,100.09340564430782,99.39876277907956,99.88037872314453,21128600,100.70031602579901,100.8693674713157,100.13937898841768,100.36221313476562,4425200,28.193887194464732,28.35447114752237,28.104672752794528,28.276409149169922,115881600
2015-04-16,115.55000305175781,115.66000366210938,114.63999938964844,115.02999877929688,3132300,176.19279138229524,176.98973760468388,175.99145234485565,176.47801208496094,68934900,99.61178897619337,99.91742646430502,99.47285899090303,99.741455078125,16195300,100.53128437627734,100.55433578474809,99.44014138355327,99.8627700805664,7085500,28.16488625856008,28.34777506407189,28.126970680964327,28.140352249145508,113476000
