Date,Open,High,Low,Close,Volume,returns,volatility,momentum,regime
2015-03-31,173.8690737145078,174.57375402954722,173.11407463471537,173.17279052734375,126768700,-0.008739369261016816,0.009187676906629536,-0.0178502242733799,0
2015-04-01,173.13920224331542,173.16436802039323,171.56207861045388,172.56036376953125,137303600,-0.0035365068377517517,0.009175864770601932,-0.017180138600443318,0
2015-04-02,172.49322322786514,173.63411854175573,172.30866569175822,173.18112182617188,86900900,0.0035973385954939374,0.009220400095309559,-0.014722562957985796,0
2015-04-06,172.2834851512158,174.86727763474502,172.14927197322902,174.34716796875,114368200,0.00673310191250831,0.008796991119380492,0.006061100208071046,0
2015-04-07,174.37234757409186,175.12734636208148,173.85223786683213,173.8857879638672,81236300,-0.0026463292192133725,0.008773398257974171,-0.000742705635417118,0
2015-04-08,174.11231971856327,174.91765017722855,173.71803881466576,174.47303771972656,89351900,0.003377215370708786,0.007919180603643036,0.01916464662706563,0
2015-04-09,174.3053011065662,175.47974695846585,173.81035698330132,175.24485778808594,85548900,0.00442372115741585,0.007914346529159195,0.02607589757151363,0
2015-04-10,175.496474064509,176.24308858210625,175.29514786681716,176.20114135742188,72722900,0.005456842394156336,0.007520911521364514,0.018722767569246068,0
2015-04-13,176.05858705031233,176.69615434717943,175.35391953319592,175.4042510986328,74436600,-0.0045226168948167,0.007449339372366072,0.020372941908306963,0
2015-04-14,175.20288536678677,175.92433417668582,174.57371533956655,175.73977661132812,75099900,0.0019128699024897333,0.006869691993747083,0.008845864617198496,0
2015-04-15,176.20956477721043,177.04006106761005,176.12567031532268,176.52833557128906,99529300,0.004487082976695422,0.006875855311502921,0.016393965433703084,0
2015-04-16,176.19279138229524,176.98973760468388,175.99145234485565,176.47801208496094,68934900,-0.00028507313664549727,0.006352950367851661,0.004034398251960392,0
2015-04-17,175.27840036316306,175.52167383265424,173.65932934034842,174.44789123535156,191113200,-0.01150353421157091,0.006801775098278146,-0.002967911549398572,0
2015-04-20,175.3790608361622,176.3773460796511,175.29517917230902,176.0417938232422,92189500,0.009136840672612445,0.006823578198161468,-0.0026614252486760748,0
2015-04-21,176.7296557126731,176.8890474929273,175.53004439896438,175.83204650878906,72559800,-0.0011914631741580806,0.00681494345089409,-0.0019049273809773615,0
2015-04-22,176.17601381653802,176.88069406287684,175.24484154864248,176.69613647460938,78264600,0.004914291694700479,0.006770656350347133,0.008668043790985402,0
2015-04-23,176.2934412928801,177.79506763355647,176.17599672996383,177.14073181152344,102585900,0.0025161576579120215,0.005768711455201614,0.02624428781138688,0
2015-04-24,177.5601396781169,177.82019452481177,177.09874585309646,177.55174255371094,61327400,0.0023202497696848123,0.005705739861123238,0.031080763997265004,1
2015-04-27,178.12227053394696,178.24809944732536,176.6206438982992,176.8135986328125,79358100,-0.004157345404115942,0.005842060931049611,0.02444851595545483,0
2015-04-28,176.78838757202672,177.42594190402318,175.60554488721408,177.3756103515625,86863500,0.0031785548345584225,0.0052703616046015506,0.015318046555583775,0
2015-04-29,176.47799355687016,177.2497739186134,175.83205488050166,176.64578247070312,125684900,-0.004114589821074266,0.004920878667929037,0.020055067154507666,0
2015-04-30,176.06694420984235,176.46122511692684,174.1710370054368,174.87571716308594,161304900,-0.010020422128735218,0.005423712128476677,0.01341764321178096,0
2015-05-01,175.66429141356727,176.81358419742537,175.5636282910829,176.77163696289062,103399700,0.010841526945885693,0.005853604036258392,0.02073271670062682,0
2015-05-04,177.19943799055753,177.86217090254632,177.09039055985423,177.2749481201172,70927200,0.0028472393302112486,0.005717704790114808,0.016792817373964875,0
2015-05-05,177.0317051489402,177.39243603234493,175.10224742039094,175.24485778808594,113326200,-0.011451648151975302,0.006309370715154564,0.00781587638721315,0
2015-05-06,175.79848264057904,176.10886907379034,173.4495787771383,174.5233612060547,135060200,-0.004117077049437423,0.006346201933009409,0.00028843130712807863,0
2015-05-07,174.42278009150107,175.64757055046428,174.0872277249233,175.2197265625,88244900,0.00399009824033314,0.006331136908784805,-0.0001434063509945238,0
2015-05-08,176.90580801415285,177.727919793442,176.82191357115616,177.52658081054688,155877300,0.013165493938971817,0.006890042697106119,0.007522309123051407,0
2015-05-11,177.48464917399366,177.75308835490372,176.6038087106889,176.67930603027344,75708100,-0.004772664332321264,0.006899660242029039,0.007269236199547002,0
2015-05-12,175.8404314351141,176.69610621595916,175.0099224301325,176.15081787109375,119727600,-0.0029912284072993733,0.0069295753171854085,0.0023389198944681056,0
2015-05-13,176.5619019507486,177.19107202579508,175.94951332850945,176.1844024658203,94667900,0.00019065818218977348,0.006853890610405455,-0.0019483167070923901,0
2015-05-14,177.20783310805237,178.113839448031,176.9309967707953,178.0215606689453,95934000,0.010427473586837044,0.00724410691981446,0.00874640736116894,0
2015-05-15,178.21453857421875,178.3571489342681,177.72797880437446,178.21453857421875,76510100,0.0010840142314689771,0.006674360603214042,0.02159181926587772,0
2015-05-18,178.04675483849337,179.0198615361754,177.97964182477418,178.76820373535156,74549700,0.0031067339711021713,0.0064231892649819905,0.015487287722407928,0
2015-05-19,178.88569173646115,179.16252818507215,178.4242976554428,178.7095184326172,72114600,-0.0003282759546057168,0.006412076873147131,0.016364889000392235,0
2015-05-20,178.81017126187834,179.33867834241917,178.26489552517816,178.58367919921875,76857500,-0.0007041551815600844,0.006346528856081465,0.010682422164225436,0
2015-05-21,178.4410547443657,179.3134984143724,178.2732657919991,179.10377502441406,64764600,0.0029123368245489445,0.006353601240302328,0.011081828514625913,0
2015-05-22,178.7178530107466,179.13729973118168,178.60880556777218,178.67591857910156,57433500,-0.002388874524024809,0.006372567776183387,0.006331540368017308,0
2015-05-26,178.18095325777796,178.6087970846197,176.33539033561968,176.7548370361328,124308600,-0.010751765309202965,0.006775117951596424,-0.0003323364104008686,0
2015-05-27,177.21628498052334,178.6675674224957,176.8052224805537,178.43267822265625,93214000,0.009492476781161274,0.007071393674830136,0.005959488280258052,0
2015-05-28,178.12224773876093,178.34035542753773,177.5350248839786,178.23130798339844,74974600,-0.0011285502255732327,0.007004018657384675,0.008975733756668047,0
2015-05-29,178.16419488782637,178.20612931989973,176.85552315478262,177.12396240234375,124919600,-0.006212968942346686,0.006751047720421712,0.012856245999901317,0
2015-06-01,177.79509720401137,178.1306494965811,176.6877515976322,177.48471069335938,93338800,0.0020366995302203428,0.0063258923664870756,0.0040338695885835385,0
2015-06-02,177.023327227921,178.0048311826354,176.3941570415271,177.3085479736328,91531000,-0.000992551521978191,0.006300185359203205,0.00018953526074572125,0
2015-06-03,177.8454028037377,178.40745985201056,177.28334575546486,177.77828979492188,87820900,0.002649290328399223,0.0057091460087488645,0.014456526935012759,0
2015-06-04,177.06523419897368,177.72795434570614,175.95788877851265,176.27667236328125,151882800,-0.008446573726031636,0.005978469333635837,0.010046283460908523,0
2015-06-05,176.12566507646568,176.65417200954332,175.31193746224983,175.97467041015625,121704700,-0.0017132269918427312,0.0059399786934672336,0.00430855510659045,0
2015-06-08,175.86562129938312,176.01662877574353,174.81700449312356,174.8925018310547,89063300,-0.006149570143130667,0.0052574170650956905,-0.014837659619565513,0
2015-06-09,174.86732482910156,175.41261321365985,174.22977045999207,174.86732482910156,105034700,-0.00014395701181890708,0.0051714534168371745,-0.010255763631205284,0
2015-06-10,175.63910077241104,177.3504504154082,175.58038489277226,176.9645538330078,134551300,0.011993258351472358,0.005834837130996284,0.0046195412076346365,0
2015-06-11,177.4091772273516,177.92090272658075,177.17428809332816,177.53501892089844,73876400,0.0032236121615005775,0.005872597160396587,0.007665925224794812,0
2015-06-12,176.70450180084816,177.4091691709184,175.89915852041275,176.17599487304688,135382400,-0.00765496326365378,0.005634393973325089,-0.010367091429619113,0
2015-06-15,175.0267547627918,175.70625650963413,174.3136901047103,175.42103576660156,124384200,-0.004285255247114317,0.0056823655692852335,-0.015674943413518494,0
2015-06-16,175.26995885380578,176.46119852152106,175.09379844131627,176.37730407714844,85308200,0.005451275021652435,0.0057898135252889395,-0.013374300397080763,0
2015-06-17,176.66261291503906,177.27501450364295,175.63077729663323,176.66261291503906,126708600,0.0016176051640170996,0.005811937159528213,-0.011453813627447684,0
2015-06-18,177.26659655784698,178.9695494648563,176.69615507986353,178.49977111816406,165867900,0.010399247315607818,0.00630667608643547,-0.00046985302033719645,0
2015-06-19,178.2552925170361,178.3311570920234,177.32801594687112,177.7073516845703,130478700,-0.0044393302502846455,0.006341860629453934,-0.007796727565643979,0
2015-06-22,178.63461515598803,179.20783127532118,178.40700858495308,178.6177520751953,70696000,0.0051230316697361555,0.006437856699910424,-0.00032554193295220024,0
2015-06-23,178.82847367345954,179.0813684033435,178.34798526316428,178.74417114257812,68476800,0.0007077631753511504,0.005919329326178136,0.011254764734040412,0
2015-06-24,178.47448968199123,178.8538254803708,177.42077198495642,177.44606018066406,92307300,-0.007262396046910036,0.005774916684042793,-0.005529357356621856,0
2015-06-25,177.95184774967194,178.0782887267389,176.83069058954106,176.90655517578125,97107400,-0.003040388748747236,0.005805767314382093,-0.007432772741254756,0
2015-06-26,177.26900395541367,177.51347362842807,176.31645204364472,176.87281799316406,104174800,-0.00019070623235906137,0.005639864150986951,-0.0014179019358724343,0
2015-06-29,175.3807526614112,176.8812454327178,173.08786222964227,173.16372680664062,202621300,-0.02097038554938835,0.007294286541133495,-0.024345668254118658,0
2015-06-30,174.7148136063591,174.7654028588966,173.04572843002532,173.52622985839844,182925100,0.0020934121622515622,0.007331587791206894,-0.021331843041187404,0
2015-07-01,175.1109488593942,175.36384357914824,174.1246710288372,174.9170684814453,135979900,0.008015149203563166,0.007568509896334761,-0.016094323535101873,0
2015-07-02,175.39761123903432,175.5662034711772,174.3354557372848,174.75694274902344,104373700,-0.0009154380062049716,0.00735142347161706,-0.008621274692126368,0
2015-07-06,173.45880537549715,175.04358813066318,173.25648693615517,174.25962829589844,117975400,-0.0028457493321980554,0.007366360631320059,-0.009745960087667371,0
2015-07-07,174.4619486604636,175.4819402543337,172.0594670099823,175.35549926757812,173820200,0.006288725520628757,0.007386090820518268,0.002647325824012059,0
2015-07-08,174.00667231796066,174.2932803592427,172.17742048352747,172.4134521484375,164020100,-0.016777615366663223,0.008301648145627241,-0.014032768460672917,0
2015-07-09,174.5293516288501,174.79068440400948,172.61580968715748,172.7253875732422,144113100,0.0018092290416882317,0.007779738183353107,-0.02395488908906529,0
2015-07-10,174.74007092262175,175.3217250277559,172.76751489345892,174.90023803710938,129456900,0.012591376950565447,0.008322079970110415,-0.014840908006791609,0
2015-07-13,176.17315447609025,176.940251099545,176.13100320028727,176.83067321777344,106069400,0.011037350219354591,0.008548131636865632,0.003716047383176768,0
2015-07-14,176.78854557167907,177.9097027715228,176.7295312051143,177.59779357910156,81709600,0.004338163438327269,0.008526362716158394,0.012408761600268825,0
2015-07-15,177.63983375224203,178.10347183252657,177.05817987540846,177.53868103027344,97914100,-0.00033284506320063745,0.008452769211720095,0.006584616763486872,0
2015-07-16,178.60089340544462,178.96337890625,178.35643661034132,178.96337890625,106683300,0.008024718149920451,0.008622556153920557,0.013023502558050737,0
2015-07-17,178.95489945086675,179.17408086749128,178.54185052770674,179.1150665283203,89030000,0.0008475902891271758,0.008315092652210193,0.003447037530087016,0
2015-07-20,179.342718893179,179.70519153984768,178.88751859179652,179.2078399658203,70446800,0.0005179544038262929,0.00824293360326254,0.008443591483560997,0
2015-07-21,179.07298734951698,179.3343201332078,178.19629991839946,178.49977111816406,77965000,-0.003951104191598387,0.008222056703424475,-0.0006605220122890554,0
2015-07-22,177.80848699136328,178.51659487666717,177.7747736933781,178.1793975830078,88667900,-0.0017948120221631392,0.00822974574875812,-0.00315967539506401,0
2015-07-23,178.3142281516394,178.41538088092952,176.8137359742989,177.17620849609375,90509100,-0.005630219321213659,0.008163075738272001,-0.0015207533167858056,0
2015-07-24,177.27743530770218,177.3364367992438,175.001408073384,175.33859252929688,117755000,-0.010371685805870445,0.008463766599451842,-0.008863225248642581,0
2015-07-27,174.44504207482453,174.9592567306815,173.87181306468705,174.31858825683594,132361100,-0.0058173403684104175,0.008549146898752743,-0.01444105298546694,0
2015-07-28,175.16154501690565,176.60303607840157,174.32700906903648,176.45973205566406,123544800,0.012282934483575758,0.007576031820934097,0.01903403969067874,0
2015-07-29,176.5862467825737,177.90128458799902,176.44294269995854,177.67369079589844,105791300,0.006879522744891453,0.007688129190832996,0.023901060611323244,0
2015-07-30,177.1593934303527,177.88435148052753,176.53558812953605,177.71575927734375,91304400,0.00023677383667131124,0.007520666441245335,0.016000101191927518,0
2015-07-31,178.2215948621499,178.24688305785756,177.15945205413416,177.44606018066406,103266900,-0.0015175868351595678,0.007529183726672452,0.015387757357958609,0
2015-08-03,177.41235346430102,177.471354968889,175.88655937759356,176.84754943847656,113965700,-0.0033729164884142016,0.007543493746813202,0.014850950664164975,0
2015-08-04,176.7716370687575,177.23527531991132,176.0129656488781,176.50189208984375,81820800,-0.001954549835326169,0.007450393040373555,0.00653753561795245,0
2015-08-05,177.40386322085675,178.12882132425926,176.7969209546239,177.0835418701172,85786800,0.0032954308499841822,0.006281730248615052,0.02708657395050018,0
2015-08-06,177.26897981439913,177.3785705399821,175.0435291821532,175.6336212158203,116030800,-0.008187777582178257,0.006631749056394572,0.01683732590465259,0
2015-08-07,175.47349323481643,175.62522239997963,174.38604943342392,175.2964630126953,117858000,-0.0019196677765397352,0.006048401149497068,0.0022654341699743785,0
2015-08-10,176.4175614430986,177.58929454783632,176.4175614430986,177.5050048828125,80270700,0.012598895791509745,0.006204665366776587,0.003813431531805467,0
2015-08-11,176.15626083705428,176.57774779644564,175.1362567357122,175.9033660888672,126081400,-0.00902306272999287,0.0064510425994125185,-0.009540813858589292,0
2015-08-12,174.58832452728862,176.29956051118813,173.11312020580553,176.11410522460938,172123700,0.0011980392440911203,0.006461697828233287,-0.008024030579686148,0
2015-08-13,175.95397525155556,176.64522016788283,175.34703288791917,175.8949737548828,89383300,-0.0012442584848447735,0.006151912995895258,-0.017145435955221777,0
2015-08-14,175.70106512082148,176.61147858681397,175.5577610839656,176.53561401367188,72786500,0.003642174901949291,0.006223731357918743,-0.014401091793361798,0
2015-08-17,175.9371290687973,177.52191162109375,175.47349074388455,177.52191162109375,79072600,0.005586961095258136,0.006377539043926913,-0.009407670697041515,0
2015-08-18,177.24373741781912,177.59778501183297,176.771673959134,177.00770568847656,71692700,-0.0028965772614859553,0.00635140375880465,-0.008358920688473992,0
2015-08-19,176.25737212956565,177.03290640888272,174.7906060880835,175.60829162597656,172946000,-0.007905949953178282,0.0065654069791678095,-0.014429872319180248,0
2015-08-20,174.08255453097036,175.58304720834417,171.8823918964091,171.94140625,194327900,-0.020881049192065237,0.007914479667807535,-0.029545740314276814,0
2015-08-21,170.05312661598893,171.9161046534397,166.50421358805443,166.76553344726562,346588500,-0.030102538507849275,0.010029728345290546,-0.048894307627106115,2
2015-08-24,158.0492029080504,166.4705050966609,153.75845539043252,159.7435760498047,507244300,-0.04210676662202151,0.013389735814603062,-0.08361134835234463,2
2015-08-25,164.74244460635865,164.75930769222722,157.56873866978478,157.86378479003906,369833100,-0.011767554641318068,0.01289579119288155,-0.10538351752545405,2
2015-08-26,161.9184612454917,164.2029137767897,158.79102177967897,163.92474365234375,339257000,0.038393599078888396,0.016029099757701733,-0.07738313467776559,2
2015-08-27,166.08273966848148,168.10587210616296,164.55695879950537,167.97943115234375,274143900,0.024735054694362102,0.01725105406263279,-0.05478595800727759,2
2015-08-28,167.3303201282939,168.45990207383537,166.8413937199041,167.9878387451172,160414400,5.005132304458648e-05,0.01726013192366516,-0.05330195229985457,2
2015-08-31,167.00163278193648,167.8614701370459,166.0743559418414,166.63072204589844,163298800,-0.00807866039206484,0.017303341275677345,-0.05777194778790218,2
2015-09-01,162.79512687819457,164.18604162847674,160.78041963029656,161.65711975097656,256000400,-0.02984805103078103,0.018323269286276925,-0.08410545724524487,2
2015-09-02,164.0595987446753,164.7677066932402,162.2050584835331,164.72555541992188,160269300,0.018981135341716193,0.018985739046241425,-0.06978619424305021,2
2015-09-03,165.44211716895035,166.95104823850704,164.3462609640066,164.84361267089844,152087800,0.0007166905625275444,0.01897291461948501,-0.061434755317508416,2
2015-09-04,162.5675396245496,163.41893872651536,161.5222472430891,162.34835815429688,207081000,-0.015137101621178428,0.01916278628039257,-0.07386403944419984,2
2015-09-08,165.17227631250694,166.58004091169795,164.52318293255374,166.4282989501953,116025700,0.025130779530402325,0.019912441134988006,-0.06240221755961162,2
2015-09-09,168.02158008627222,168.14802103833182,163.83199837120182,164.20289611816406,149347700,-0.013371541054428615,0.020004874137755563,-0.06651646430001801,2
2015-09-10,164.00905269798605,166.25136708054222,163.74773276294474,165.09649658203125,158611100,0.0054420505666608054,0.020076866532140247,-0.06255949021531626,2
2015-09-11,164.70023473831748,165.9141191389531,163.98370182154335,165.8466796875,119691200,0.004543906872645387,0.02014561007685726,-0.0571266696988485,2
2015-09-14,166.02372083209215,166.07429721225424,164.74239679601737,165.2313232421875,79452000,-0.003710393518109645,0.02008995433465675,-0.06403405247515048,2
2015-09-15,165.73716911582042,167.74345196274902,165.18924099409998,167.2966766357422,113806200,0.012499769129896698,0.02030578786358737,-0.05759984720746192,2
2015-09-16,167.60013422508493,168.94046009688364,167.2545117209561,168.74656677246094,99581600,0.008666580627155085,0.02046584958853598,-0.04667106939714116,2
2015-09-17,168.6117182783329,171.03105033424183,167.9879126835293,168.36724853515625,276046600,-0.0022478575093984876,0.020421700602614865,-0.04123406146586073,2
2015-09-18,165.8361809964078,168.35281843261646,165.20066348845967,165.61585998535156,223657500,-0.016341590028598585,0.02022395912379783,-0.036788964349001474,2
2015-09-21,166.45471367833704,167.5054274681029,165.41246879894106,166.47166442871094,105726200,0.005167406330740754,0.019122653972687104,-0.001762168791596297,0
2015-09-22,164.285493423596,164.77696177825692,163.1669765620294,164.3109130859375,153890900,-0.012979694473462478,0.016695276300095478,0.028591678921153107,1
2015-09-23,164.4803496195098,164.95486712985937,163.46352453595617,164.04820251464844,92790600,-0.0015988625852968452,0.01642119741302132,0.03917565851366556,1
2015-09-24,162.81956069383023,163.92112682711817,161.4722668428629,163.455078125,159378800,-0.0036155494577605474,0.014042262052692392,-0.002865128941972439,0
2015-09-25,164.92945149726754,165.23450032274098,162.53143130000208,163.41268920898438,155054800,-0.00025933067667194276,0.012775462854225452,-0.02718631627712631,0
2015-09-28,162.50604615027655,162.61620664470018,158.99799037721044,159.31150817871094,178515900,-0.025097078140783435,0.013829641018328226,-0.0516485635580477,2
2015-09-29,159.5317742887699,160.7773890846672,158.39630701977006,159.4046630859375,159045600,0.000584734325169256,0.013783184308731385,-0.04336570634297865,2
2015-09-30,161.31124410118346,162.54839021375767,160.52320880474448,162.37892150878906,163452000,0.018658540881254515,0.012886477268883239,0.004465016814133582,0
2015-10-01,162.76022663794805,163.10764588165466,160.84520573714303,162.80259704589844,131079000,0.002609178169017623,0.012135557656969834,-0.011673710063513809,0
2015-10-02,160.80284159308516,165.25993198893536,160.25205212754128,165.23451232910156,211003300,0.014937816271551885,0.012618657570649616,0.0023713363949595667,0
2015-10-05,166.47168360842574,168.4036556253437,166.3615231127548,168.17486572265625,126320800,0.017795031752799506,0.01266138227715781,0.03588892203530536,1
